Date (DD.MM.YYYY);Index Code;Endeksler;Index Names In English;Number of Days;Value
08.01.2020;XU100;BIST 100;BIST 100;252;20.54
09.01.2020;XU100;BIST 100;BIST 100;21;20.29
09.01.2020;XU100;BIST 100;BIST 100;42;17.11
09.01.2020;XU100;BIST 100;BIST 100;63;20.85
09.01.2020;XU100;BIST 100;BIST 100;126;20.12
09.01.2020;XU100;BIST 100;BIST 100;252;20.93
10.01.2020;XU100;BIST 100;BIST 100;21;20.22
10.01.2020;XU100;BIST 100;BIST 100;42;17.07
10.01.2020;XU100;BIST 100;BIST 100;63;20.85
10.01.2020;XU100;BIST 100;BIST 100;126;19.92
10.01.2020;XU100;BIST 100;BIST 100;252;20.91
13.01.2020;XU100;BIST 100;BIST 100;21;19.71
13.01.2020;XU100;BIST 100;BIST 100;42;17.21
13.01.2020;XU100;BIST 100;BIST 100;63;17.74
13.01.2020;XU100;BIST 100;BIST 100;126;19.85
13.01.2020;XU100;BIST 100;BIST 100;252;20.93
14.01.2020;XU100;BIST 100;BIST 100;21;19.80
14.01.2020;XU100;BIST 100;BIST 100;42;16.95
14.01.2020;XU100;BIST 100;BIST 100;63;17.67
14.01.2020;XU100;BIST 100;BIST 100;126;19.86
14.01.2020;XU100;BIST 100;BIST 100;252;20.94
15.01.2020;XU100;BIST 100;BIST 100;21;19.99
15.01.2020;XU100;BIST 100;BIST 100;42;16.81
15.01.2020;XU100;BIST 100;BIST 100;63;17.46
15.01.2020;XU100;BIST 100;BIST 100;126;19.55
15.01.2020;XU100;BIST 100;BIST 100;252;20.95
16.01.2020;XU100;BIST 100;BIST 100;21;19.97
16.01.2020;XU100;BIST 100;BIST 100;42;16.61
16.01.2020;XU100;BIST 100;BIST 100;63;17.46
16.01.2020;XU100;BIST 100;BIST 100;126;19.52
16.01.2020;XU100;BIST 100;BIST 100;252;20.95
17.01.2020;XU100;BIST 100;BIST 100;21;19.74
17.01.2020;XU100;BIST 100;BIST 100;42;16.59
17.01.2020;XU100;BIST 100;BIST 100;63;16.18
17.01.2020;XU100;BIST 100;BIST 100;126;19.39
17.01.2020;XU100;BIST 100;BIST 100;252;20.95
20.01.2020;XU100;BIST 100;BIST 100;21;19.74
20.01.2020;XU100;BIST 100;BIST 100;42;16.48
20.01.2020;XU100;BIST 100;BIST 100;63;15.95
20.01.2020;XU100;BIST 100;BIST 100;126;19.29
20.01.2020;XU100;BIST 100;BIST 100;252;20.93
21.01.2020;XU100;BIST 100;BIST 100;21;19.77
21.01.2020;XU100;BIST 100;BIST 100;42;16.49
21.01.2020;XU100;BIST 100;BIST 100;63;15.97
21.01.2020;XU100;BIST 100;BIST 100;126;19.31
21.01.2020;XU100;BIST 100;BIST 100;252;20.82
22.01.2020;XU100;BIST 100;BIST 100;21;20.09
22.01.2020;XU100;BIST 100;BIST 100;42;16.62
22.01.2020;XU100;BIST 100;BIST 100;63;15.78
22.01.2020;XU100;BIST 100;BIST 100;126;19.30
22.01.2020;XU100;BIST 100;BIST 100;252;20.79
23.01.2020;XU100;BIST 100;BIST 100;21;20.12
23.01.2020;XU100;BIST 100;BIST 100;42;16.27
23.01.2020;XU100;BIST 100;BIST 100;63;15.81
23.01.2020;XU100;BIST 100;BIST 100;126;19.22
23.01.2020;XU100;BIST 100;BIST 100;252;20.73
24.01.2020;XU100;BIST 100;BIST 100;21;20.25
24.01.2020;XU100;BIST 100;BIST 100;42;16.34
24.01.2020;XU100;BIST 100;BIST 100;63;15.83
24.01.2020;XU100;BIST 100;BIST 100;126;19.20
24.01.2020;XU100;BIST 100;BIST 100;252;20.73
27.01.2020;XU100;BIST 100;BIST 100;21;21.36
27.01.2020;XU100;BIST 100;BIST 100;42;17.00
27.01.2020;XU100;BIST 100;BIST 100;63;16.25
27.01.2020;XU100;BIST 100;BIST 100;126;19.25
27.01.2020;XU100;BIST 100;BIST 100;252;20.73
28.01.2020;XU100;BIST 100;BIST 100;21;21.42
28.01.2020;XU100;BIST 100;BIST 100;42;16.91
28.01.2020;XU100;BIST 100;BIST 100;63;16.03
28.01.2020;XU100;BIST 100;BIST 100;126;19.23
28.01.2020;XU100;BIST 100;BIST 100;252;20.73
29.01.2020;XU100;BIST 100;BIST 100;21;21.31
29.01.2020;XU100;BIST 100;BIST 100;42;16.89
29.01.2020;XU100;BIST 100;BIST 100;63;16.01
29.01.2020;XU100;BIST 100;BIST 100;126;19.23
29.01.2020;XU100;BIST 100;BIST 100;252;20.67
30.01.2020;XU100;BIST 100;BIST 100;21;21.24
30.01.2020;XU100;BIST 100;BIST 100;42;16.79
30.01.2020;XU100;BIST 100;BIST 100;63;16.00
30.01.2020;XU100;BIST 100;BIST 100;126;19.19
30.01.2020;XU100;BIST 100;BIST 100;252;20.67
31.01.2020;XU100;BIST 100;BIST 100;21;21.05
31.01.2020;XU100;BIST 100;BIST 100;42;16.57
31.01.2020;XU100;BIST 100;BIST 100;63;15.88
31.01.2020;XU100;BIST 100;BIST 100;126;19.19
31.01.2020;XU100;BIST 100;BIST 100;252;20.68
03.02.2020;XU100;BIST 100;BIST 100;21;19.70
03.02.2020;XU100;BIST 100;BIST 100;42;16.51
03.02.2020;XU100;BIST 100;BIST 100;63;15.88
03.02.2020;XU100;BIST 100;BIST 100;126;19.19
03.02.2020;XU100;BIST 100;BIST 100;252;20.50
04.02.2020;XU100;BIST 100;BIST 100;21;19.32
04.02.2020;XU100;BIST 100;BIST 100;42;17.26
04.02.2020;XU100;BIST 100;BIST 100;63;16.42
04.02.2020;XU100;BIST 100;BIST 100;126;19.17
04.02.2020;XU100;BIST 100;BIST 100;252;20.63
05.02.2020;XU100;BIST 100;BIST 100;21;19.21
05.02.2020;XU100;BIST 100;BIST 100;42;17.26
05.02.2020;XU100;BIST 100;BIST 100;63;15.89
05.02.2020;XU100;BIST 100;BIST 100;126;19.10
05.02.2020;XU100;BIST 100;BIST 100;252;20.63
06.02.2020;XU100;BIST 100;BIST 100;21;19.26
06.02.2020;XU100;BIST 100;BIST 100;42;17.25
06.02.2020;XU100;BIST 100;BIST 100;63;15.85
06.02.2020;XU100;BIST 100;BIST 100;126;19.07
06.02.2020;XU100;BIST 100;BIST 100;252;20.60
07.02.2020;XU100;BIST 100;BIST 100;21;13.46
07.02.2020;XU100;BIST 100;BIST 100;42;17.38
07.02.2020;XU100;BIST 100;BIST 100;63;16.05
07.02.2020;XU100;BIST 100;BIST 100;126;18.99
07.02.2020;XU100;BIST 100;BIST 100;252;20.62
10.02.2020;XU100;BIST 100;BIST 100;21;15.52
10.02.2020;XU100;BIST 100;BIST 100;42;18.40
10.02.2020;XU100;BIST 100;BIST 100;63;16.75
10.02.2020;XU100;BIST 100;BIST 100;126;19.23
10.02.2020;XU100;BIST 100;BIST 100;252;20.75
11.02.2020;XU100;BIST 100;BIST 100;21;15.41
11.02.2020;XU100;BIST 100;BIST 100;42;18.03
11.02.2020;XU100;BIST 100;BIST 100;63;16.83
11.02.2020;XU100;BIST 100;BIST 100;126;19.30
11.02.2020;XU100;BIST 100;BIST 100;252;20.78
12.02.2020;XU100;BIST 100;BIST 100;21;15.04
12.02.2020;XU100;BIST 100;BIST 100;42;18.03
12.02.2020;XU100;BIST 100;BIST 100;63;16.65
12.02.2020;XU100;BIST 100;BIST 100;126;18.81
12.02.2020;XU100;BIST 100;BIST 100;252;20.78
13.02.2020;XU100;BIST 100;BIST 100;21;15.06
13.02.2020;XU100;BIST 100;BIST 100;42;18.01
13.02.2020;XU100;BIST 100;BIST 100;63;16.45
13.02.2020;XU100;BIST 100;BIST 100;126;18.75
13.02.2020;XU100;BIST 100;BIST 100;252;20.78
14.02.2020;XU100;BIST 100;BIST 100;21;15.10
14.02.2020;XU100;BIST 100;BIST 100;42;18.05
14.02.2020;XU100;BIST 100;BIST 100;63;16.31
14.02.2020;XU100;BIST 100;BIST 100;126;18.74
14.02.2020;XU100;BIST 100;BIST 100;252;20.70
17.02.2020;XU100;BIST 100;BIST 100;21;15.15
17.02.2020;XU100;BIST 100;BIST 100;42;17.99
17.02.2020;XU100;BIST 100;BIST 100;63;16.30
17.02.2020;XU100;BIST 100;BIST 100;126;18.73
17.02.2020;XU100;BIST 100;BIST 100;252;20.70
18.02.2020;XU100;BIST 100;BIST 100;21;15.10
18.02.2020;XU100;BIST 100;BIST 100;42;18.23
18.02.2020;XU100;BIST 100;BIST 100;63;16.38
18.02.2020;XU100;BIST 100;BIST 100;126;18.78
18.02.2020;XU100;BIST 100;BIST 100;252;20.61
19.02.2020;XU100;BIST 100;BIST 100;21;14.78
19.02.2020;XU100;BIST 100;BIST 100;42;18.25
19.02.2020;XU100;BIST 100;BIST 100;63;16.41
19.02.2020;XU100;BIST 100;BIST 100;126;18.79
19.02.2020;XU100;BIST 100;BIST 100;252;20.61
20.02.2020;XU100;BIST 100;BIST 100;21;17.61
20.02.2020;XU100;BIST 100;BIST 100;42;19.72
20.02.2020;XU100;BIST 100;BIST 100;63;17.58
20.02.2020;XU100;BIST 100;BIST 100;126;19.18
20.02.2020;XU100;BIST 100;BIST 100;252;20.84
21.02.2020;XU100;BIST 100;BIST 100;21;18.16
21.02.2020;XU100;BIST 100;BIST 100;42;19.76
21.02.2020;XU100;BIST 100;BIST 100;63;17.48
21.02.2020;XU100;BIST 100;BIST 100;126;19.21
21.02.2020;XU100;BIST 100;BIST 100;252;20.83
24.02.2020;XU100;BIST 100;BIST 100;21;18.89
24.02.2020;XU100;BIST 100;BIST 100;42;20.25
24.02.2020;XU100;BIST 100;BIST 100;63;17.87
24.02.2020;XU100;BIST 100;BIST 100;126;19.32
24.02.2020;XU100;BIST 100;BIST 100;252;20.91
25.02.2020;XU100;BIST 100;BIST 100;21;18.27
25.02.2020;XU100;BIST 100;BIST 100;42;20.27
25.02.2020;XU100;BIST 100;BIST 100;63;17.89
25.02.2020;XU100;BIST 100;BIST 100;126;19.33
25.02.2020;XU100;BIST 100;BIST 100;252;20.92
26.02.2020;XU100;BIST 100;BIST 100;21;18.55
26.02.2020;XU100;BIST 100;BIST 100;42;20.33
26.02.2020;XU100;BIST 100;BIST 100;63;17.80
26.02.2020;XU100;BIST 100;BIST 100;126;19.32
26.02.2020;XU100;BIST 100;BIST 100;252;20.92
27.02.2020;XU100;BIST 100;BIST 100;21;22.99
27.02.2020;XU100;BIST 100;BIST 100;42;22.65
27.02.2020;XU100;BIST 100;BIST 100;63;19.76
27.02.2020;XU100;BIST 100;BIST 100;126;20.15
27.02.2020;XU100;BIST 100;BIST 100;252;21.34
28.02.2020;XU100;BIST 100;BIST 100;21;26.08
28.02.2020;XU100;BIST 100;BIST 100;42;24.63
28.02.2020;XU100;BIST 100;BIST 100;63;21.29
28.02.2020;XU100;BIST 100;BIST 100;126;20.98
28.02.2020;XU100;BIST 100;BIST 100;252;21.70
02.03.2020;XU100;BIST 100;BIST 100;21;26.79
02.03.2020;XU100;BIST 100;BIST 100;42;24.60
02.03.2020;XU100;BIST 100;BIST 100;63;21.32
02.03.2020;XU100;BIST 100;BIST 100;126;20.98
02.03.2020;XU100;BIST 100;BIST 100;252;21.73
03.03.2020;XU100;BIST 100;BIST 100;21;30.09
03.03.2020;XU100;BIST 100;BIST 100;42;25.82
03.03.2020;XU100;BIST 100;BIST 100;63;22.41
03.03.2020;XU100;BIST 100;BIST 100;126;21.56
03.03.2020;XU100;BIST 100;BIST 100;252;22.00
04.03.2020;XU100;BIST 100;BIST 100;21;28.48
04.03.2020;XU100;BIST 100;BIST 100;42;25.37
04.03.2020;XU100;BIST 100;BIST 100;63;22.36
04.03.2020;XU100;BIST 100;BIST 100;126;21.48
04.03.2020;XU100;BIST 100;BIST 100;252;22.00
05.03.2020;XU100;BIST 100;BIST 100;21;28.80
05.03.2020;XU100;BIST 100;BIST 100;42;25.34
05.03.2020;XU100;BIST 100;BIST 100;63;22.43
05.03.2020;XU100;BIST 100;BIST 100;126;21.40
05.03.2020;XU100;BIST 100;BIST 100;252;21.98
06.03.2020;XU100;BIST 100;BIST 100;21;29.24
06.03.2020;XU100;BIST 100;BIST 100;42;25.78
06.03.2020;XU100;BIST 100;BIST 100;63;22.79
06.03.2020;XU100;BIST 100;BIST 100;126;21.59
06.03.2020;XU100;BIST 100;BIST 100;252;22.06
09.03.2020;XU100;BIST 100;BIST 100;21;34.09
09.03.2020;XU100;BIST 100;BIST 100;42;26.81
09.03.2020;XU100;BIST 100;BIST 100;63;25.42
09.03.2020;XU100;BIST 100;BIST 100;126;23.05
09.03.2020;XU100;BIST 100;BIST 100;252;22.78
10.03.2020;XU100;BIST 100;BIST 100;21;34.18
10.03.2020;XU100;BIST 100;BIST 100;42;27.18
10.03.2020;XU100;BIST 100;BIST 100;63;25.84
10.03.2020;XU100;BIST 100;BIST 100;126;23.28
10.03.2020;XU100;BIST 100;BIST 100;252;22.90
11.03.2020;XU100;BIST 100;BIST 100;21;33.55
11.03.2020;XU100;BIST 100;BIST 100;42;26.86
11.03.2020;XU100;BIST 100;BIST 100;63;25.49
11.03.2020;XU100;BIST 100;BIST 100;126;23.27
11.03.2020;XU100;BIST 100;BIST 100;252;22.88
12.03.2020;XU100;BIST 100;BIST 100;21;40.26
12.03.2020;XU100;BIST 100;BIST 100;42;31.68
12.03.2020;XU100;BIST 100;BIST 100;63;29.39
12.03.2020;XU100;BIST 100;BIST 100;126;25.56
12.03.2020;XU100;BIST 100;BIST 100;252;24.07
13.03.2020;XU100;BIST 100;BIST 100;21;41.43
13.03.2020;XU100;BIST 100;BIST 100;42;32.34
13.03.2020;XU100;BIST 100;BIST 100;63;29.71
13.03.2020;XU100;BIST 100;BIST 100;126;25.69
13.03.2020;XU100;BIST 100;BIST 100;252;24.15
16.03.2020;XU100;BIST 100;BIST 100;21;48.10
16.03.2020;XU100;BIST 100;BIST 100;42;37.47
16.03.2020;XU100;BIST 100;BIST 100;63;33.84
16.03.2020;XU100;BIST 100;BIST 100;126;28.26
16.03.2020;XU100;BIST 100;BIST 100;252;25.55
17.03.2020;XU100;BIST 100;BIST 100;21;47.57
17.03.2020;XU100;BIST 100;BIST 100;42;37.38
17.03.2020;XU100;BIST 100;BIST 100;63;33.89
17.03.2020;XU100;BIST 100;BIST 100;126;28.23
17.03.2020;XU100;BIST 100;BIST 100;252;25.57
18.03.2020;XU100;BIST 100;BIST 100;21;47.53
18.03.2020;XU100;BIST 100;BIST 100;42;37.15
18.03.2020;XU100;BIST 100;BIST 100;63;33.94
18.03.2020;XU100;BIST 100;BIST 100;126;28.28
18.03.2020;XU100;BIST 100;BIST 100;252;25.60
19.03.2020;XU100;BIST 100;BIST 100;21;47.49
19.03.2020;XU100;BIST 100;BIST 100;42;36.95
19.03.2020;XU100;BIST 100;BIST 100;63;33.89
19.03.2020;XU100;BIST 100;BIST 100;126;28.29
19.03.2020;XU100;BIST 100;BIST 100;252;25.59
20.03.2020;XU100;BIST 100;BIST 100;21;47.82
20.03.2020;XU100;BIST 100;BIST 100;42;37.15
20.03.2020;XU100;BIST 100;BIST 100;63;33.86
20.03.2020;XU100;BIST 100;BIST 100;126;28.18
20.03.2020;XU100;BIST 100;BIST 100;252;25.57
23.03.2020;XU100;BIST 100;BIST 100;21;47.04
23.03.2020;XU100;BIST 100;BIST 100;42;37.18
23.03.2020;XU100;BIST 100;BIST 100;63;33.87
23.03.2020;XU100;BIST 100;BIST 100;126;28.25
23.03.2020;XU100;BIST 100;BIST 100;252;25.62
24.03.2020;XU100;BIST 100;BIST 100;21;53.20
24.03.2020;XU100;BIST 100;BIST 100;42;40.56
24.03.2020;XU100;BIST 100;BIST 100;63;36.07
24.03.2020;XU100;BIST 100;BIST 100;126;29.46
24.03.2020;XU100;BIST 100;BIST 100;252;26.25
25.03.2020;XU100;BIST 100;BIST 100;21;53.23
25.03.2020;XU100;BIST 100;BIST 100;42;40.51
25.03.2020;XU100;BIST 100;BIST 100;63;36.05
25.03.2020;XU100;BIST 100;BIST 100;126;29.11
25.03.2020;XU100;BIST 100;BIST 100;252;26.25
26.03.2020;XU100;BIST 100;BIST 100;21;54.52
26.03.2020;XU100;BIST 100;BIST 100;42;41.35
26.03.2020;XU100;BIST 100;BIST 100;63;36.57
26.03.2020;XU100;BIST 100;BIST 100;126;29.39
26.03.2020;XU100;BIST 100;BIST 100;252;26.17
27.03.2020;XU100;BIST 100;BIST 100;21;54.24
27.03.2020;XU100;BIST 100;BIST 100;42;42.02
27.03.2020;XU100;BIST 100;BIST 100;63;37.10
27.03.2020;XU100;BIST 100;BIST 100;126;29.81
27.03.2020;XU100;BIST 100;BIST 100;252;26.43
30.03.2020;XU100;BIST 100;BIST 100;21;53.25
30.03.2020;XU100;BIST 100;BIST 100;42;42.00
30.03.2020;XU100;BIST 100;BIST 100;63;37.11
30.03.2020;XU100;BIST 100;BIST 100;126;29.81
30.03.2020;XU100;BIST 100;BIST 100;252;26.36
31.03.2020;XU100;BIST 100;BIST 100;21;53.55
31.03.2020;XU100;BIST 100;BIST 100;42;42.43
31.03.2020;XU100;BIST 100;BIST 100;63;37.21
31.03.2020;XU100;BIST 100;BIST 100;126;29.92
31.03.2020;XU100;BIST 100;BIST 100;252;25.78
01.04.2020;XU100;BIST 100;BIST 100;21;51.22
01.04.2020;XU100;BIST 100;BIST 100;42;42.39
01.04.2020;XU100;BIST 100;BIST 100;63;37.08
01.04.2020;XU100;BIST 100;BIST 100;126;29.91
01.04.2020;XU100;BIST 100;BIST 100;252;25.78
02.04.2020;XU100;BIST 100;BIST 100;21;51.43
02.04.2020;XU100;BIST 100;BIST 100;42;41.80
02.04.2020;XU100;BIST 100;BIST 100;63;36.97
02.04.2020;XU100;BIST 100;BIST 100;126;29.91
02.04.2020;XU100;BIST 100;BIST 100;252;25.72
03.04.2020;XU100;BIST 100;BIST 100;21;51.12
03.04.2020;XU100;BIST 100;BIST 100;42;41.79
03.04.2020;XU100;BIST 100;BIST 100;63;36.87
03.04.2020;XU100;BIST 100;BIST 100;126;29.88
03.04.2020;XU100;BIST 100;BIST 100;252;25.72
06.04.2020;XU100;BIST 100;BIST 100;21;52.59
06.04.2020;XU100;BIST 100;BIST 100;42;42.62
06.04.2020;XU100;BIST 100;BIST 100;63;37.38
06.04.2020;XU100;BIST 100;BIST 100;126;30.01
06.04.2020;XU100;BIST 100;BIST 100;252;25.86
07.04.2020;XU100;BIST 100;BIST 100;21;49.76
07.04.2020;XU100;BIST 100;BIST 100;42;42.68
07.04.2020;XU100;BIST 100;BIST 100;63;36.16
07.04.2020;XU100;BIST 100;BIST 100;126;29.99
07.04.2020;XU100;BIST 100;BIST 100;252;25.85
08.04.2020;XU100;BIST 100;BIST 100;21;49.53
08.04.2020;XU100;BIST 100;BIST 100;42;42.65
08.04.2020;XU100;BIST 100;BIST 100;63;36.20
08.04.2020;XU100;BIST 100;BIST 100;126;30.02
08.04.2020;XU100;BIST 100;BIST 100;252;25.54
09.04.2020;XU100;BIST 100;BIST 100;21;50.66
09.04.2020;XU100;BIST 100;BIST 100;42;43.20
09.04.2020;XU100;BIST 100;BIST 100;63;36.58
09.04.2020;XU100;BIST 100;BIST 100;126;29.36
09.04.2020;XU100;BIST 100;BIST 100;252;25.69
10.04.2020;XU100;BIST 100;BIST 100;21;43.60
10.04.2020;XU100;BIST 100;BIST 100;42;43.26
10.04.2020;XU100;BIST 100;BIST 100;63;36.54
10.04.2020;XU100;BIST 100;BIST 100;126;29.31
10.04.2020;XU100;BIST 100;BIST 100;252;25.63
13.04.2020;XU100;BIST 100;BIST 100;21;43.06
13.04.2020;XU100;BIST 100;BIST 100;42;43.21
13.04.2020;XU100;BIST 100;BIST 100;63;36.54
13.04.2020;XU100;BIST 100;BIST 100;126;29.26
13.04.2020;XU100;BIST 100;BIST 100;252;25.61
14.04.2020;XU100;BIST 100;BIST 100;21;31.43
14.04.2020;XU100;BIST 100;BIST 100;42;43.72
14.04.2020;XU100;BIST 100;BIST 100;63;36.89
14.04.2020;XU100;BIST 100;BIST 100;126;29.41
14.04.2020;XU100;BIST 100;BIST 100;252;25.68
15.04.2020;XU100;BIST 100;BIST 100;21;32.85
15.04.2020;XU100;BIST 100;BIST 100;42;43.99
15.04.2020;XU100;BIST 100;BIST 100;63;37.18
15.04.2020;XU100;BIST 100;BIST 100;126;29.22
15.04.2020;XU100;BIST 100;BIST 100;252;25.81
16.04.2020;XU100;BIST 100;BIST 100;21;32.18
16.04.2020;XU100;BIST 100;BIST 100;42;44.04
16.04.2020;XU100;BIST 100;BIST 100;63;37.12
16.04.2020;XU100;BIST 100;BIST 100;126;29.18
16.04.2020;XU100;BIST 100;BIST 100;252;25.81
17.04.2020;XU100;BIST 100;BIST 100;21;32.32
17.04.2020;XU100;BIST 100;BIST 100;42;44.45
17.04.2020;XU100;BIST 100;BIST 100;63;37.35
17.04.2020;XU100;BIST 100;BIST 100;126;29.31
17.04.2020;XU100;BIST 100;BIST 100;252;25.87
20.04.2020;XU100;BIST 100;BIST 100;21;32.32
20.04.2020;XU100;BIST 100;BIST 100;42;44.09
20.04.2020;XU100;BIST 100;BIST 100;63;37.41
20.04.2020;XU100;BIST 100;BIST 100;126;29.20
20.04.2020;XU100;BIST 100;BIST 100;252;25.83
21.04.2020;XU100;BIST 100;BIST 100;21;31.92
21.04.2020;XU100;BIST 100;BIST 100;42;44.01
21.04.2020;XU100;BIST 100;BIST 100;63;37.46
21.04.2020;XU100;BIST 100;BIST 100;126;29.25
21.04.2020;XU100;BIST 100;BIST 100;252;25.83
22.04.2020;XU100;BIST 100;BIST 100;21;26.27
22.04.2020;XU100;BIST 100;BIST 100;42;43.95
22.04.2020;XU100;BIST 100;BIST 100;63;37.51
22.04.2020;XU100;BIST 100;BIST 100;126;29.26
22.04.2020;XU100;BIST 100;BIST 100;252;25.80
24.04.2020;XU100;BIST 100;BIST 100;21;26.15
24.04.2020;XU100;BIST 100;BIST 100;42;44.01
24.04.2020;XU100;BIST 100;BIST 100;63;37.46
24.04.2020;XU100;BIST 100;BIST 100;126;29.27
24.04.2020;XU100;BIST 100;BIST 100;252;25.80
27.04.2020;XU100;BIST 100;BIST 100;21;25.93
27.04.2020;XU100;BIST 100;BIST 100;42;44.48
27.04.2020;XU100;BIST 100;BIST 100;63;37.88
27.04.2020;XU100;BIST 100;BIST 100;126;29.44
27.04.2020;XU100;BIST 100;BIST 100;252;25.91
28.04.2020;XU100;BIST 100;BIST 100;21;21.46
28.04.2020;XU100;BIST 100;BIST 100;42;43.42
28.04.2020;XU100;BIST 100;BIST 100;63;37.88
28.04.2020;XU100;BIST 100;BIST 100;126;29.45
28.04.2020;XU100;BIST 100;BIST 100;252;25.91
29.04.2020;XU100;BIST 100;BIST 100;21;21.33
29.04.2020;XU100;BIST 100;BIST 100;42;42.42
29.04.2020;XU100;BIST 100;BIST 100;63;37.94
29.04.2020;XU100;BIST 100;BIST 100;126;29.47
29.04.2020;XU100;BIST 100;BIST 100;252;25.87
30.04.2020;XU100;BIST 100;BIST 100;21;21.29
30.04.2020;XU100;BIST 100;BIST 100;42;42.30
30.04.2020;XU100;BIST 100;BIST 100;63;37.94
30.04.2020;XU100;BIST 100;BIST 100;126;29.39
30.04.2020;XU100;BIST 100;BIST 100;252;25.87
04.05.2020;XU100;BIST 100;BIST 100;21;23.06
04.05.2020;XU100;BIST 100;BIST 100;42;41.58
04.05.2020;XU100;BIST 100;BIST 100;63;38.14
04.05.2020;XU100;BIST 100;BIST 100;126;29.56
04.05.2020;XU100;BIST 100;BIST 100;252;25.97
05.05.2020;XU100;BIST 100;BIST 100;21;23.15
05.05.2020;XU100;BIST 100;BIST 100;42;41.58
05.05.2020;XU100;BIST 100;BIST 100;63;37.75
05.05.2020;XU100;BIST 100;BIST 100;126;29.54
05.05.2020;XU100;BIST 100;BIST 100;252;25.95
06.05.2020;XU100;BIST 100;BIST 100;21;23.20
06.05.2020;XU100;BIST 100;BIST 100;42;41.48
06.05.2020;XU100;BIST 100;BIST 100;63;37.74
06.05.2020;XU100;BIST 100;BIST 100;126;29.35
06.05.2020;XU100;BIST 100;BIST 100;252;25.92
07.05.2020;XU100;BIST 100;BIST 100;21;21.77
07.05.2020;XU100;BIST 100;BIST 100;42;41.26
07.05.2020;XU100;BIST 100;BIST 100;63;37.74
07.05.2020;XU100;BIST 100;BIST 100;126;29.35
07.05.2020;XU100;BIST 100;BIST 100;252;25.92
08.05.2020;XU100;BIST 100;BIST 100;21;21.97
08.05.2020;XU100;BIST 100;BIST 100;42;39.00
08.05.2020;XU100;BIST 100;BIST 100;63;37.71
08.05.2020;XU100;BIST 100;BIST 100;126;29.36
08.05.2020;XU100;BIST 100;BIST 100;252;25.91
11.05.2020;XU100;BIST 100;BIST 100;21;21.88
11.05.2020;XU100;BIST 100;BIST 100;42;38.59
11.05.2020;XU100;BIST 100;BIST 100;63;37.52
11.05.2020;XU100;BIST 100;BIST 100;126;29.33
11.05.2020;XU100;BIST 100;BIST 100;252;25.85
12.05.2020;XU100;BIST 100;BIST 100;21;20.80
12.05.2020;XU100;BIST 100;BIST 100;42;38.88
12.05.2020;XU100;BIST 100;BIST 100;63;37.64
12.05.2020;XU100;BIST 100;BIST 100;126;29.43
12.05.2020;XU100;BIST 100;BIST 100;252;25.88
13.05.2020;XU100;BIST 100;BIST 100;21;20.77
13.05.2020;XU100;BIST 100;BIST 100;42;34.15
13.05.2020;XU100;BIST 100;BIST 100;63;37.67
13.05.2020;XU100;BIST 100;BIST 100;126;29.41
13.05.2020;XU100;BIST 100;BIST 100;252;25.82
14.05.2020;XU100;BIST 100;BIST 100;21;21.12
14.05.2020;XU100;BIST 100;BIST 100;42;33.92
14.05.2020;XU100;BIST 100;BIST 100;63;37.66
14.05.2020;XU100;BIST 100;BIST 100;126;29.36
14.05.2020;XU100;BIST 100;BIST 100;252;25.84
15.05.2020;XU100;BIST 100;BIST 100;21;19.88
15.05.2020;XU100;BIST 100;BIST 100;42;26.58
15.05.2020;XU100;BIST 100;BIST 100;63;37.71
15.05.2020;XU100;BIST 100;BIST 100;126;29.30
15.05.2020;XU100;BIST 100;BIST 100;252;25.71
18.05.2020;XU100;BIST 100;BIST 100;21;18.44
18.05.2020;XU100;BIST 100;BIST 100;42;26.67
18.05.2020;XU100;BIST 100;BIST 100;63;38.00
18.05.2020;XU100;BIST 100;BIST 100;126;29.46
18.05.2020;XU100;BIST 100;BIST 100;252;25.73
20.05.2020;XU100;BIST 100;BIST 100;21;18.44
20.05.2020;XU100;BIST 100;BIST 100;42;26.32
20.05.2020;XU100;BIST 100;BIST 100;63;37.97
20.05.2020;XU100;BIST 100;BIST 100;126;29.44
20.05.2020;XU100;BIST 100;BIST 100;252;25.72
21.05.2020;XU100;BIST 100;BIST 100;21;17.44
21.05.2020;XU100;BIST 100;BIST 100;42;26.23
21.05.2020;XU100;BIST 100;BIST 100;63;38.00
21.05.2020;XU100;BIST 100;BIST 100;126;29.45
21.05.2020;XU100;BIST 100;BIST 100;252;25.72
22.05.2020;XU100;BIST 100;BIST 100;21;17.34
22.05.2020;XU100;BIST 100;BIST 100;42;26.22
22.05.2020;XU100;BIST 100;BIST 100;63;37.60
22.05.2020;XU100;BIST 100;BIST 100;126;29.46
22.05.2020;XU100;BIST 100;BIST 100;252;25.71
27.05.2020;XU100;BIST 100;BIST 100;21;17.30
27.05.2020;XU100;BIST 100;BIST 100;42;25.83
27.05.2020;XU100;BIST 100;BIST 100;63;37.74
27.05.2020;XU100;BIST 100;BIST 100;126;29.53
27.05.2020;XU100;BIST 100;BIST 100;252;25.78
28.05.2020;XU100;BIST 100;BIST 100;21;17.29
28.05.2020;XU100;BIST 100;BIST 100;42;22.25
28.05.2020;XU100;BIST 100;BIST 100;63;37.62
28.05.2020;XU100;BIST 100;BIST 100;126;29.52
28.05.2020;XU100;BIST 100;BIST 100;252;25.72
