Date (DD.MM.YYYY);Index Code;Endeksler;Index Names In English;Number of Days;Value
22.08.2019;XU100;BIST 100;BIST 100;126;22.14
22.08.2019;XU100;BIST 100;BIST 100;252;21.73
23.08.2019;XU100;BIST 100;BIST 100;21;18.89
23.08.2019;XU100;BIST 100;BIST 100;42;20.15
23.08.2019;XU100;BIST 100;BIST 100;63;21.78
23.08.2019;XU100;BIST 100;BIST 100;126;22.28
23.08.2019;XU100;BIST 100;BIST 100;252;21.79
26.08.2019;XU100;BIST 100;BIST 100;21;18.00
26.08.2019;XU100;BIST 100;BIST 100;42;20.14
26.08.2019;XU100;BIST 100;BIST 100;63;21.78
26.08.2019;XU100;BIST 100;BIST 100;126;22.24
26.08.2019;XU100;BIST 100;BIST 100;252;21.52
27.08.2019;XU100;BIST 100;BIST 100;21;17.74
27.08.2019;XU100;BIST 100;BIST 100;42;20.14
27.08.2019;XU100;BIST 100;BIST 100;63;21.61
27.08.2019;XU100;BIST 100;BIST 100;126;22.29
27.08.2019;XU100;BIST 100;BIST 100;252;21.25
28.08.2019;XU100;BIST 100;BIST 100;21;17.38
28.08.2019;XU100;BIST 100;BIST 100;42;20.13
28.08.2019;XU100;BIST 100;BIST 100;63;21.19
28.08.2019;XU100;BIST 100;BIST 100;126;22.29
28.08.2019;XU100;BIST 100;BIST 100;252;21.18
29.08.2019;XU100;BIST 100;BIST 100;21;17.43
29.08.2019;XU100;BIST 100;BIST 100;42;20.17
29.08.2019;XU100;BIST 100;BIST 100;63;21.15
29.08.2019;XU100;BIST 100;BIST 100;126;22.31
29.08.2019;XU100;BIST 100;BIST 100;252;21.13
02.09.2019;XU100;BIST 100;BIST 100;21;18.47
02.09.2019;XU100;BIST 100;BIST 100;42;20.47
02.09.2019;XU100;BIST 100;BIST 100;63;21.14
02.09.2019;XU100;BIST 100;BIST 100;126;22.42
02.09.2019;XU100;BIST 100;BIST 100;252;21.16
03.09.2019;XU100;BIST 100;BIST 100;21;18.56
03.09.2019;XU100;BIST 100;BIST 100;42;20.38
03.09.2019;XU100;BIST 100;BIST 100;63;21.08
03.09.2019;XU100;BIST 100;BIST 100;126;22.37
03.09.2019;XU100;BIST 100;BIST 100;252;20.99
04.09.2019;XU100;BIST 100;BIST 100;21;19.12
04.09.2019;XU100;BIST 100;BIST 100;42;18.97
04.09.2019;XU100;BIST 100;BIST 100;63;21.04
04.09.2019;XU100;BIST 100;BIST 100;126;22.42
04.09.2019;XU100;BIST 100;BIST 100;252;21.01
05.09.2019;XU100;BIST 100;BIST 100;21;19.14
05.09.2019;XU100;BIST 100;BIST 100;42;18.94
05.09.2019;XU100;BIST 100;BIST 100;63;21.03
05.09.2019;XU100;BIST 100;BIST 100;126;22.39
05.09.2019;XU100;BIST 100;BIST 100;252;21.00
06.09.2019;XU100;BIST 100;BIST 100;21;18.15
06.09.2019;XU100;BIST 100;BIST 100;42;19.10
06.09.2019;XU100;BIST 100;BIST 100;63;20.38
06.09.2019;XU100;BIST 100;BIST 100;126;22.46
06.09.2019;XU100;BIST 100;BIST 100;252;21.01
09.09.2019;XU100;BIST 100;BIST 100;21;18.62
09.09.2019;XU100;BIST 100;BIST 100;42;19.50
09.09.2019;XU100;BIST 100;BIST 100;63;20.56
09.09.2019;XU100;BIST 100;BIST 100;126;22.51
09.09.2019;XU100;BIST 100;BIST 100;252;21.05
10.09.2019;XU100;BIST 100;BIST 100;21;18.48
10.09.2019;XU100;BIST 100;BIST 100;42;19.54
10.09.2019;XU100;BIST 100;BIST 100;63;20.56
10.09.2019;XU100;BIST 100;BIST 100;126;22.49
10.09.2019;XU100;BIST 100;BIST 100;252;21.06
11.09.2019;XU100;BIST 100;BIST 100;21;17.66
11.09.2019;XU100;BIST 100;BIST 100;42;19.45
11.09.2019;XU100;BIST 100;BIST 100;63;19.28
11.09.2019;XU100;BIST 100;BIST 100;126;22.51
11.09.2019;XU100;BIST 100;BIST 100;252;21.07
12.09.2019;XU100;BIST 100;BIST 100;21;17.36
12.09.2019;XU100;BIST 100;BIST 100;42;18.83
12.09.2019;XU100;BIST 100;BIST 100;63;19.30
12.09.2019;XU100;BIST 100;BIST 100;126;22.52
12.09.2019;XU100;BIST 100;BIST 100;252;21.07
13.09.2019;XU100;BIST 100;BIST 100;21;17.42
13.09.2019;XU100;BIST 100;BIST 100;42;18.40
13.09.2019;XU100;BIST 100;BIST 100;63;19.08
13.09.2019;XU100;BIST 100;BIST 100;126;22.48
13.09.2019;XU100;BIST 100;BIST 100;252;21.00
16.09.2019;XU100;BIST 100;BIST 100;21;13.90
16.09.2019;XU100;BIST 100;BIST 100;42;18.36
16.09.2019;XU100;BIST 100;BIST 100;63;19.10
16.09.2019;XU100;BIST 100;BIST 100;126;22.46
16.09.2019;XU100;BIST 100;BIST 100;252;21.00
17.09.2019;XU100;BIST 100;BIST 100;21;14.16
17.09.2019;XU100;BIST 100;BIST 100;42;17.62
17.09.2019;XU100;BIST 100;BIST 100;63;18.63
17.09.2019;XU100;BIST 100;BIST 100;126;22.50
17.09.2019;XU100;BIST 100;BIST 100;252;21.03
18.09.2019;XU100;BIST 100;BIST 100;21;13.92
18.09.2019;XU100;BIST 100;BIST 100;42;17.52
18.09.2019;XU100;BIST 100;BIST 100;63;18.64
18.09.2019;XU100;BIST 100;BIST 100;126;22.48
18.09.2019;XU100;BIST 100;BIST 100;252;20.90
19.09.2019;XU100;BIST 100;BIST 100;21;15.20
19.09.2019;XU100;BIST 100;BIST 100;42;17.45
19.09.2019;XU100;BIST 100;BIST 100;63;18.74
19.09.2019;XU100;BIST 100;BIST 100;126;22.58
19.09.2019;XU100;BIST 100;BIST 100;252;20.96
20.09.2019;XU100;BIST 100;BIST 100;21;15.02
20.09.2019;XU100;BIST 100;BIST 100;42;16.91
20.09.2019;XU100;BIST 100;BIST 100;63;18.31
20.09.2019;XU100;BIST 100;BIST 100;126;22.57
20.09.2019;XU100;BIST 100;BIST 100;252;20.96
23.09.2019;XU100;BIST 100;BIST 100;21;15.05
23.09.2019;XU100;BIST 100;BIST 100;42;16.90
23.09.2019;XU100;BIST 100;BIST 100;63;18.32
23.09.2019;XU100;BIST 100;BIST 100;126;22.54
23.09.2019;XU100;BIST 100;BIST 100;252;20.95
24.09.2019;XU100;BIST 100;BIST 100;21;15.03
24.09.2019;XU100;BIST 100;BIST 100;42;17.38
24.09.2019;XU100;BIST 100;BIST 100;63;18.63
24.09.2019;XU100;BIST 100;BIST 100;126;22.62
24.09.2019;XU100;BIST 100;BIST 100;252;20.95
25.09.2019;XU100;BIST 100;BIST 100;21;15.10
25.09.2019;XU100;BIST 100;BIST 100;42;17.12
25.09.2019;XU100;BIST 100;BIST 100;63;18.67
25.09.2019;XU100;BIST 100;BIST 100;126;22.64
25.09.2019;XU100;BIST 100;BIST 100;252;20.96
26.09.2019;XU100;BIST 100;BIST 100;21;14.68
26.09.2019;XU100;BIST 100;BIST 100;42;17.06
26.09.2019;XU100;BIST 100;BIST 100;63;18.60
26.09.2019;XU100;BIST 100;BIST 100;126;22.56
26.09.2019;XU100;BIST 100;BIST 100;252;20.88
27.09.2019;XU100;BIST 100;BIST 100;21;17.40
27.09.2019;XU100;BIST 100;BIST 100;42;18.34
27.09.2019;XU100;BIST 100;BIST 100;63;19.53
27.09.2019;XU100;BIST 100;BIST 100;126;22.99
27.09.2019;XU100;BIST 100;BIST 100;252;21.05
30.09.2019;XU100;BIST 100;BIST 100;21;17.44
30.09.2019;XU100;BIST 100;BIST 100;42;18.26
30.09.2019;XU100;BIST 100;BIST 100;63;19.47
30.09.2019;XU100;BIST 100;BIST 100;126;22.43
30.09.2019;XU100;BIST 100;BIST 100;252;21.05
01.10.2019;XU100;BIST 100;BIST 100;21;17.53
01.10.2019;XU100;BIST 100;BIST 100;42;18.44
01.10.2019;XU100;BIST 100;BIST 100;63;19.59
01.10.2019;XU100;BIST 100;BIST 100;126;22.48
01.10.2019;XU100;BIST 100;BIST 100;252;21.08
02.10.2019;XU100;BIST 100;BIST 100;21;17.63
02.10.2019;XU100;BIST 100;BIST 100;42;18.38
02.10.2019;XU100;BIST 100;BIST 100;63;19.55
02.10.2019;XU100;BIST 100;BIST 100;126;22.30
02.10.2019;XU100;BIST 100;BIST 100;252;21.05
03.10.2019;XU100;BIST 100;BIST 100;21;17.49
03.10.2019;XU100;BIST 100;BIST 100;42;18.41
03.10.2019;XU100;BIST 100;BIST 100;63;18.51
03.10.2019;XU100;BIST 100;BIST 100;126;20.71
03.10.2019;XU100;BIST 100;BIST 100;252;21.06
04.10.2019;XU100;BIST 100;BIST 100;21;17.58
04.10.2019;XU100;BIST 100;BIST 100;42;18.46
04.10.2019;XU100;BIST 100;BIST 100;63;18.53
04.10.2019;XU100;BIST 100;BIST 100;126;20.72
04.10.2019;XU100;BIST 100;BIST 100;252;21.02
07.10.2019;XU100;BIST 100;BIST 100;21;16.97
07.10.2019;XU100;BIST 100;BIST 100;42;17.66
07.10.2019;XU100;BIST 100;BIST 100;63;18.47
07.10.2019;XU100;BIST 100;BIST 100;126;20.60
07.10.2019;XU100;BIST 100;BIST 100;252;21.02
08.10.2019;XU100;BIST 100;BIST 100;21;16.71
08.10.2019;XU100;BIST 100;BIST 100;42;17.69
08.10.2019;XU100;BIST 100;BIST 100;63;18.62
08.10.2019;XU100;BIST 100;BIST 100;126;20.66
08.10.2019;XU100;BIST 100;BIST 100;252;21.03
09.10.2019;XU100;BIST 100;BIST 100;21;18.23
09.10.2019;XU100;BIST 100;BIST 100;42;18.39
09.10.2019;XU100;BIST 100;BIST 100;63;19.13
09.10.2019;XU100;BIST 100;BIST 100;126;20.88
09.10.2019;XU100;BIST 100;BIST 100;252;20.96
10.10.2019;XU100;BIST 100;BIST 100;21;18.20
10.10.2019;XU100;BIST 100;BIST 100;42;18.13
10.10.2019;XU100;BIST 100;BIST 100;63;19.12
10.10.2019;XU100;BIST 100;BIST 100;126;20.88
10.10.2019;XU100;BIST 100;BIST 100;252;20.97
11.10.2019;XU100;BIST 100;BIST 100;21;18.11
11.10.2019;XU100;BIST 100;BIST 100;42;17.91
11.10.2019;XU100;BIST 100;BIST 100;63;18.72
11.10.2019;XU100;BIST 100;BIST 100;126;20.09
11.10.2019;XU100;BIST 100;BIST 100;252;20.94
14.10.2019;XU100;BIST 100;BIST 100;21;24.69
14.10.2019;XU100;BIST 100;BIST 100;42;21.91
14.10.2019;XU100;BIST 100;BIST 100;63;21.11
14.10.2019;XU100;BIST 100;BIST 100;126;21.39
14.10.2019;XU100;BIST 100;BIST 100;252;21.57
15.10.2019;XU100;BIST 100;BIST 100;21;25.42
15.10.2019;XU100;BIST 100;BIST 100;42;21.11
15.10.2019;XU100;BIST 100;BIST 100;63;21.22
15.10.2019;XU100;BIST 100;BIST 100;126;21.33
15.10.2019;XU100;BIST 100;BIST 100;252;21.48
16.10.2019;XU100;BIST 100;BIST 100;21;25.44
16.10.2019;XU100;BIST 100;BIST 100;42;21.19
16.10.2019;XU100;BIST 100;BIST 100;63;20.85
16.10.2019;XU100;BIST 100;BIST 100;126;21.32
16.10.2019;XU100;BIST 100;BIST 100;252;21.51
17.10.2019;XU100;BIST 100;BIST 100;21;25.60
17.10.2019;XU100;BIST 100;BIST 100;42;21.26
17.10.2019;XU100;BIST 100;BIST 100;63;20.82
17.10.2019;XU100;BIST 100;BIST 100;126;21.30
17.10.2019;XU100;BIST 100;BIST 100;252;21.43
18.10.2019;XU100;BIST 100;BIST 100;21;28.49
18.10.2019;XU100;BIST 100;BIST 100;42;22.96
18.10.2019;XU100;BIST 100;BIST 100;63;21.77
18.10.2019;XU100;BIST 100;BIST 100;126;21.87
18.10.2019;XU100;BIST 100;BIST 100;252;21.64
21.10.2019;XU100;BIST 100;BIST 100;21;28.70
21.10.2019;XU100;BIST 100;BIST 100;42;23.09
21.10.2019;XU100;BIST 100;BIST 100;63;21.58
21.10.2019;XU100;BIST 100;BIST 100;126;21.92
21.10.2019;XU100;BIST 100;BIST 100;252;21.67
22.10.2019;XU100;BIST 100;BIST 100;21;28.80
22.10.2019;XU100;BIST 100;BIST 100;42;23.12
22.10.2019;XU100;BIST 100;BIST 100;63;21.61
22.10.2019;XU100;BIST 100;BIST 100;126;21.91
22.10.2019;XU100;BIST 100;BIST 100;252;21.67
23.10.2019;XU100;BIST 100;BIST 100;21;28.89
23.10.2019;XU100;BIST 100;BIST 100;42;23.17
23.10.2019;XU100;BIST 100;BIST 100;63;21.92
23.10.2019;XU100;BIST 100;BIST 100;126;21.94
23.10.2019;XU100;BIST 100;BIST 100;252;21.70
24.10.2019;XU100;BIST 100;BIST 100;21;28.83
24.10.2019;XU100;BIST 100;BIST 100;42;23.20
24.10.2019;XU100;BIST 100;BIST 100;63;21.75
24.10.2019;XU100;BIST 100;BIST 100;126;21.87
24.10.2019;XU100;BIST 100;BIST 100;252;21.68
25.10.2019;XU100;BIST 100;BIST 100;21;28.76
25.10.2019;XU100;BIST 100;BIST 100;42;23.02
25.10.2019;XU100;BIST 100;BIST 100;63;21.67
25.10.2019;XU100;BIST 100;BIST 100;126;21.78
25.10.2019;XU100;BIST 100;BIST 100;252;21.60
28.10.2019;XU100;BIST 100;BIST 100;21;26.45
28.10.2019;XU100;BIST 100;BIST 100;42;23.04
28.10.2019;XU100;BIST 100;BIST 100;63;21.52
28.10.2019;XU100;BIST 100;BIST 100;126;21.79
28.10.2019;XU100;BIST 100;BIST 100;252;21.57
30.10.2019;XU100;BIST 100;BIST 100;21;26.62
30.10.2019;XU100;BIST 100;BIST 100;42;23.16
30.10.2019;XU100;BIST 100;BIST 100;63;21.57
30.10.2019;XU100;BIST 100;BIST 100;126;21.81
30.10.2019;XU100;BIST 100;BIST 100;252;21.58
31.10.2019;XU100;BIST 100;BIST 100;21;26.47
31.10.2019;XU100;BIST 100;BIST 100;42;22.82
31.10.2019;XU100;BIST 100;BIST 100;63;21.54
31.10.2019;XU100;BIST 100;BIST 100;126;21.81
31.10.2019;XU100;BIST 100;BIST 100;252;21.55
01.11.2019;XU100;BIST 100;BIST 100;21;26.48
01.11.2019;XU100;BIST 100;BIST 100;42;22.78
01.11.2019;XU100;BIST 100;BIST 100;63;21.51
01.11.2019;XU100;BIST 100;BIST 100;126;21.67
01.11.2019;XU100;BIST 100;BIST 100;252;21.27
04.11.2019;XU100;BIST 100;BIST 100;21;27.16
04.11.2019;XU100;BIST 100;BIST 100;42;22.93
04.11.2019;XU100;BIST 100;BIST 100;63;21.74
04.11.2019;XU100;BIST 100;BIST 100;126;21.78
04.11.2019;XU100;BIST 100;BIST 100;252;21.32
05.11.2019;XU100;BIST 100;BIST 100;21;27.09
05.11.2019;XU100;BIST 100;BIST 100;42;22.95
05.11.2019;XU100;BIST 100;BIST 100;63;21.76
05.11.2019;XU100;BIST 100;BIST 100;126;21.79
05.11.2019;XU100;BIST 100;BIST 100;252;21.32
06.11.2019;XU100;BIST 100;BIST 100;21;27.18
06.11.2019;XU100;BIST 100;BIST 100;42;22.76
06.11.2019;XU100;BIST 100;BIST 100;63;21.35
06.11.2019;XU100;BIST 100;BIST 100;126;21.77
06.11.2019;XU100;BIST 100;BIST 100;252;21.20
07.11.2019;XU100;BIST 100;BIST 100;21;28.11
07.11.2019;XU100;BIST 100;BIST 100;42;23.13
07.11.2019;XU100;BIST 100;BIST 100;63;21.73
07.11.2019;XU100;BIST 100;BIST 100;126;21.92
07.11.2019;XU100;BIST 100;BIST 100;252;21.24
08.11.2019;XU100;BIST 100;BIST 100;21;27.00
08.11.2019;XU100;BIST 100;BIST 100;42;23.11
08.11.2019;XU100;BIST 100;BIST 100;63;21.68
08.11.2019;XU100;BIST 100;BIST 100;126;21.92
08.11.2019;XU100;BIST 100;BIST 100;252;21.16
11.11.2019;XU100;BIST 100;BIST 100;21;26.76
11.11.2019;XU100;BIST 100;BIST 100;42;23.06
11.11.2019;XU100;BIST 100;BIST 100;63;21.44
11.11.2019;XU100;BIST 100;BIST 100;126;21.87
11.11.2019;XU100;BIST 100;BIST 100;252;21.12
12.11.2019;XU100;BIST 100;BIST 100;21;26.84
12.11.2019;XU100;BIST 100;BIST 100;42;23.11
12.11.2019;XU100;BIST 100;BIST 100;63;21.38
12.11.2019;XU100;BIST 100;BIST 100;126;21.76
12.11.2019;XU100;BIST 100;BIST 100;252;21.12
13.11.2019;XU100;BIST 100;BIST 100;21;18.59
13.11.2019;XU100;BIST 100;BIST 100;42;23.15
13.11.2019;XU100;BIST 100;BIST 100;63;21.43
13.11.2019;XU100;BIST 100;BIST 100;126;21.69
13.11.2019;XU100;BIST 100;BIST 100;252;21.03
14.11.2019;XU100;BIST 100;BIST 100;21;19.03
14.11.2019;XU100;BIST 100;BIST 100;42;23.25
14.11.2019;XU100;BIST 100;BIST 100;63;20.70
14.11.2019;XU100;BIST 100;BIST 100;126;21.58
14.11.2019;XU100;BIST 100;BIST 100;252;21.04
15.11.2019;XU100;BIST 100;BIST 100;21;18.51
15.11.2019;XU100;BIST 100;BIST 100;42;23.35
15.11.2019;XU100;BIST 100;BIST 100;63;20.79
15.11.2019;XU100;BIST 100;BIST 100;126;21.66
15.11.2019;XU100;BIST 100;BIST 100;252;21.04
18.11.2019;XU100;BIST 100;BIST 100;21;18.71
18.11.2019;XU100;BIST 100;BIST 100;42;23.54
18.11.2019;XU100;BIST 100;BIST 100;63;20.89
18.11.2019;XU100;BIST 100;BIST 100;126;21.39
18.11.2019;XU100;BIST 100;BIST 100;252;21.04
19.11.2019;XU100;BIST 100;BIST 100;21;15.22
19.11.2019;XU100;BIST 100;BIST 100;42;23.20
19.11.2019;XU100;BIST 100;BIST 100;63;20.88
19.11.2019;XU100;BIST 100;BIST 100;126;21.24
19.11.2019;XU100;BIST 100;BIST 100;252;21.04
20.11.2019;XU100;BIST 100;BIST 100;21;14.77
20.11.2019;XU100;BIST 100;BIST 100;42;23.28
20.11.2019;XU100;BIST 100;BIST 100;63;20.90
20.11.2019;XU100;BIST 100;BIST 100;126;21.24
20.11.2019;XU100;BIST 100;BIST 100;252;21.05
21.11.2019;XU100;BIST 100;BIST 100;21;14.83
21.11.2019;XU100;BIST 100;BIST 100;42;23.27
21.11.2019;XU100;BIST 100;BIST 100;63;20.90
21.11.2019;XU100;BIST 100;BIST 100;126;21.23
21.11.2019;XU100;BIST 100;BIST 100;252;21.05
22.11.2019;XU100;BIST 100;BIST 100;21;13.95
22.11.2019;XU100;BIST 100;BIST 100;42;22.92
22.11.2019;XU100;BIST 100;BIST 100;63;20.65
22.11.2019;XU100;BIST 100;BIST 100;126;21.22
22.11.2019;XU100;BIST 100;BIST 100;252;21.03
25.11.2019;XU100;BIST 100;BIST 100;21;14.75
25.11.2019;XU100;BIST 100;BIST 100;42;23.06
25.11.2019;XU100;BIST 100;BIST 100;63;20.80
25.11.2019;XU100;BIST 100;BIST 100;126;21.30
25.11.2019;XU100;BIST 100;BIST 100;252;20.83
26.11.2019;XU100;BIST 100;BIST 100;21;14.73
26.11.2019;XU100;BIST 100;BIST 100;42;23.02
26.11.2019;XU100;BIST 100;BIST 100;63;20.67
26.11.2019;XU100;BIST 100;BIST 100;126;21.14
26.11.2019;XU100;BIST 100;BIST 100;252;20.81
27.11.2019;XU100;BIST 100;BIST 100;21;14.63
27.11.2019;XU100;BIST 100;BIST 100;42;21.78
27.11.2019;XU100;BIST 100;BIST 100;63;20.67
27.11.2019;XU100;BIST 100;BIST 100;126;20.93
27.11.2019;XU100;BIST 100;BIST 100;252;20.81
28.11.2019;XU100;BIST 100;BIST 100;21;14.01
28.11.2019;XU100;BIST 100;BIST 100;42;21.96
28.11.2019;XU100;BIST 100;BIST 100;63;20.73
28.11.2019;XU100;BIST 100;BIST 100;126;20.94
28.11.2019;XU100;BIST 100;BIST 100;252;20.83
29.11.2019;XU100;BIST 100;BIST 100;21;14.00
29.11.2019;XU100;BIST 100;BIST 100;42;21.78
29.11.2019;XU100;BIST 100;BIST 100;63;20.51
29.11.2019;XU100;BIST 100;BIST 100;126;20.84
29.11.2019;XU100;BIST 100;BIST 100;252;20.81
02.12.2019;XU100;BIST 100;BIST 100;21;14.09
02.12.2019;XU100;BIST 100;BIST 100;42;21.88
02.12.2019;XU100;BIST 100;BIST 100;63;20.58
02.12.2019;XU100;BIST 100;BIST 100;126;20.84
02.12.2019;XU100;BIST 100;BIST 100;252;20.83
03.12.2019;XU100;BIST 100;BIST 100;21;14.37
03.12.2019;XU100;BIST 100;BIST 100;42;22.00
03.12.2019;XU100;BIST 100;BIST 100;63;20.61
03.12.2019;XU100;BIST 100;BIST 100;126;20.85
03.12.2019;XU100;BIST 100;BIST 100;252;20.86
04.12.2019;XU100;BIST 100;BIST 100;21;14.48
04.12.2019;XU100;BIST 100;BIST 100;42;22.03
04.12.2019;XU100;BIST 100;BIST 100;63;20.66
04.12.2019;XU100;BIST 100;BIST 100;126;20.87
04.12.2019;XU100;BIST 100;BIST 100;252;20.84
05.12.2019;XU100;BIST 100;BIST 100;21;14.57
05.12.2019;XU100;BIST 100;BIST 100;42;22.07
05.12.2019;XU100;BIST 100;BIST 100;63;20.52
05.12.2019;XU100;BIST 100;BIST 100;126;20.45
05.12.2019;XU100;BIST 100;BIST 100;252;20.86
06.12.2019;XU100;BIST 100;BIST 100;21;12.72
06.12.2019;XU100;BIST 100;BIST 100;42;21.86
06.12.2019;XU100;BIST 100;BIST 100;63;20.30
06.12.2019;XU100;BIST 100;BIST 100;126;20.43
06.12.2019;XU100;BIST 100;BIST 100;252;20.85
09.12.2019;XU100;BIST 100;BIST 100;21;12.58
09.12.2019;XU100;BIST 100;BIST 100;42;21.08
09.12.2019;XU100;BIST 100;BIST 100;63;20.28
09.12.2019;XU100;BIST 100;BIST 100;126;20.43
09.12.2019;XU100;BIST 100;BIST 100;252;20.82
10.12.2019;XU100;BIST 100;BIST 100;21;12.98
10.12.2019;XU100;BIST 100;BIST 100;42;21.03
10.12.2019;XU100;BIST 100;BIST 100;63;20.31
10.12.2019;XU100;BIST 100;BIST 100;126;19.81
10.12.2019;XU100;BIST 100;BIST 100;252;20.83
11.12.2019;XU100;BIST 100;BIST 100;21;12.83
11.12.2019;XU100;BIST 100;BIST 100;42;21.04
11.12.2019;XU100;BIST 100;BIST 100;63;20.30
11.12.2019;XU100;BIST 100;BIST 100;126;19.81
11.12.2019;XU100;BIST 100;BIST 100;252;20.79
12.12.2019;XU100;BIST 100;BIST 100;21;14.11
12.12.2019;XU100;BIST 100;BIST 100;42;16.66
12.12.2019;XU100;BIST 100;BIST 100;63;20.63
12.12.2019;XU100;BIST 100;BIST 100;126;19.88
12.12.2019;XU100;BIST 100;BIST 100;252;20.87
13.12.2019;XU100;BIST 100;BIST 100;21;13.41
13.12.2019;XU100;BIST 100;BIST 100;42;16.49
13.12.2019;XU100;BIST 100;BIST 100;63;20.60
13.12.2019;XU100;BIST 100;BIST 100;126;19.87
13.12.2019;XU100;BIST 100;BIST 100;252;20.80
16.12.2019;XU100;BIST 100;BIST 100;21;12.74
16.12.2019;XU100;BIST 100;BIST 100;42;16.05
16.12.2019;XU100;BIST 100;BIST 100;63;20.47
16.12.2019;XU100;BIST 100;BIST 100;126;19.58
16.12.2019;XU100;BIST 100;BIST 100;252;20.80
17.12.2019;XU100;BIST 100;BIST 100;21;12.12
17.12.2019;XU100;BIST 100;BIST 100;42;16.05
17.12.2019;XU100;BIST 100;BIST 100;63;20.46
17.12.2019;XU100;BIST 100;BIST 100;126;19.58
17.12.2019;XU100;BIST 100;BIST 100;252;20.71
18.12.2019;XU100;BIST 100;BIST 100;21;12.19
18.12.2019;XU100;BIST 100;BIST 100;42;13.97
18.12.2019;XU100;BIST 100;BIST 100;63;20.21
18.12.2019;XU100;BIST 100;BIST 100;126;19.49
18.12.2019;XU100;BIST 100;BIST 100;252;20.67
19.12.2019;XU100;BIST 100;BIST 100;21;11.84
19.12.2019;XU100;BIST 100;BIST 100;42;13.56
19.12.2019;XU100;BIST 100;BIST 100;63;20.20
19.12.2019;XU100;BIST 100;BIST 100;126;19.29
19.12.2019;XU100;BIST 100;BIST 100;252;20.64
20.12.2019;XU100;BIST 100;BIST 100;21;11.88
20.12.2019;XU100;BIST 100;BIST 100;42;13.55
20.12.2019;XU100;BIST 100;BIST 100;63;20.20
20.12.2019;XU100;BIST 100;BIST 100;126;19.29
20.12.2019;XU100;BIST 100;BIST 100;252;20.63
23.12.2019;XU100;BIST 100;BIST 100;21;12.03
23.12.2019;XU100;BIST 100;BIST 100;42;13.04
23.12.2019;XU100;BIST 100;BIST 100;63;19.98
23.12.2019;XU100;BIST 100;BIST 100;126;19.32
23.12.2019;XU100;BIST 100;BIST 100;252;20.62
24.12.2019;XU100;BIST 100;BIST 100;21;11.14
24.12.2019;XU100;BIST 100;BIST 100;42;13.10
24.12.2019;XU100;BIST 100;BIST 100;63;20.00
24.12.2019;XU100;BIST 100;BIST 100;126;19.34
24.12.2019;XU100;BIST 100;BIST 100;252;20.58
25.12.2019;XU100;BIST 100;BIST 100;21;11.13
25.12.2019;XU100;BIST 100;BIST 100;42;13.06
25.12.2019;XU100;BIST 100;BIST 100;63;19.93
25.12.2019;XU100;BIST 100;BIST 100;126;19.28
25.12.2019;XU100;BIST 100;BIST 100;252;20.56
26.12.2019;XU100;BIST 100;BIST 100;21;11.01
26.12.2019;XU100;BIST 100;BIST 100;42;12.95
26.12.2019;XU100;BIST 100;BIST 100;63;19.04
26.12.2019;XU100;BIST 100;BIST 100;126;19.28
26.12.2019;XU100;BIST 100;BIST 100;252;20.56
27.12.2019;XU100;BIST 100;BIST 100;21;10.62
27.12.2019;XU100;BIST 100;BIST 100;42;12.46
27.12.2019;XU100;BIST 100;BIST 100;63;19.03
27.12.2019;XU100;BIST 100;BIST 100;126;19.26
27.12.2019;XU100;BIST 100;BIST 100;252;20.55
30.12.2019;XU100;BIST 100;BIST 100;21;10.69
30.12.2019;XU100;BIST 100;BIST 100;42;12.46
30.12.2019;XU100;BIST 100;BIST 100;63;18.93
30.12.2019;XU100;BIST 100;BIST 100;126;19.27
30.12.2019;XU100;BIST 100;BIST 100;252;20.55
31.12.2019;XU100;BIST 100;BIST 100;21;10.59
31.12.2019;XU100;BIST 100;BIST 100;42;12.53
31.12.2019;XU100;BIST 100;BIST 100;63;18.93
31.12.2019;XU100;BIST 100;BIST 100;126;19.24
31.12.2019;XU100;BIST 100;BIST 100;252;20.56
02.01.2020;XU100;BIST 100;BIST 100;21;9.90
02.01.2020;XU100;BIST 100;BIST 100;42;12.35
02.01.2020;XU100;BIST 100;BIST 100;63;18.98
02.01.2020;XU100;BIST 100;BIST 100;126;18.78
02.01.2020;XU100;BIST 100;BIST 100;252;20.59
03.01.2020;XU100;BIST 100;BIST 100;21;12.53
03.01.2020;XU100;BIST 100;BIST 100;42;13.55
03.01.2020;XU100;BIST 100;BIST 100;63;19.43
03.01.2020;XU100;BIST 100;BIST 100;126;19.00
03.01.2020;XU100;BIST 100;BIST 100;252;20.68
06.01.2020;XU100;BIST 100;BIST 100;21;14.48
06.01.2020;XU100;BIST 100;BIST 100;42;14.63
06.01.2020;XU100;BIST 100;BIST 100;63;19.87
06.01.2020;XU100;BIST 100;BIST 100;126;19.19
06.01.2020;XU100;BIST 100;BIST 100;252;20.77
07.01.2020;XU100;BIST 100;BIST 100;21;14.83
07.01.2020;XU100;BIST 100;BIST 100;42;13.83
07.01.2020;XU100;BIST 100;BIST 100;63;19.79
07.01.2020;XU100;BIST 100;BIST 100;126;19.24
07.01.2020;XU100;BIST 100;BIST 100;252;20.61
08.01.2020;XU100;BIST 100;BIST 100;21;14.81
08.01.2020;XU100;BIST 100;BIST 100;42;13.75
08.01.2020;XU100;BIST 100;BIST 100;63;19.22
08.01.2020;XU100;BIST 100;BIST 100;126;19.24
